STATION,STATION_NAME,DATE,DLY-PRCP-NORMAL,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100429,0.02,0.98,11.62,72,42,17,3,58.9,18.6,68.2,49.6,4.1,6.9,6.4,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100430,0.02,1,11.64,71,40,16,2,59,18.6,68.3,49.8,4.1,6.9,6.4,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100501,0.02,0.02,11.66,69,39,16,-9999,59.1,18.5,68.4,49.9,4.1,6.8,6.3,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100502,0.03,0.05,11.69,67,37,15,-9999,59.2,18.4,68.4,50,4.1,6.8,6.3,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100503,0.02,0.07,11.71,65,35,15,-9999,59.3,18.4,68.5,50.1,4.1,6.8,6.2,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100504,0.02,0.09,11.73,64,34,14,-9999,59.4,18.3,68.5,50.2,4.1,6.7,6.2,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100505,0.01,0.1,11.74,62,32,14,-9999,59.5,18.2,68.6,50.4,4,6.7,6.2,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100506,0.01,0.11,11.75,61,31,13,-9999,59.6,18.2,68.6,50.5,4,6.7,6.1,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100507,0.02,0.13,11.77,59,29,12,-9999,59.6,18.1,68.7,50.6,4,6.6,6,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100508,0.01,0.14,11.78,58,28,12,-9999,59.7,18.1,68.7,50.7,3.9,6.6,6,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100509,0.02,0.16,11.8,56,27,11,-9999,59.8,18,68.8,50.8,3.9,6.5,5.9,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100510,0.01,0.17,11.81,55,25,11,-9999,59.8,18,68.8,50.8,3.9,6.5,5.8,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100511,0.01,0.18,11.82,53,24,10,-9999,59.9,17.9,68.9,50.9,3.8,6.4,5.7,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100512,0.02,0.2,11.84,52,23,10,-9999,60,17.9,68.9,51,3.8,6.4,5.7,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100513,0.01,0.21,11.85,50,22,9,-9999,60,17.9,68.9,51.1,3.7,6.4,5.6,4.1
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100514,0.01,0.22,11.86,49,21,9,0,60.1,17.8,69,51.2,3.7,6.3,5.5,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100515,0.01,0.23,11.87,48,20,8,0,60.1,17.8,69,51.2,3.6,6.3,5.5,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100516,0.01,0.24,11.88,46,19,8,0,60.2,17.7,69,51.3,3.6,6.2,5.4,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100517,0.01,0.25,11.89,45,18,7,0,60.2,17.7,69.1,51.4,3.5,6.2,5.3,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100518,0,0.25,11.89,44,17,7,0,60.3,17.7,69.1,51.4,3.5,6.2,5.2,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100519,0.01,0.26,11.9,42,16,7,0,60.3,17.7,69.1,51.5,3.4,6.2,5.2,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100520,0.01,0.27,11.91,41,15,7,0,60.3,17.6,69.2,51.5,3.4,6.2,5.1,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100521,0,0.27,11.91,40,15,6,0,60.4,17.6,69.2,51.6,3.3,6.1,5.1,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100522,0.01,0.28,11.92,39,14,6,0,60.4,17.6,69.2,51.6,3.3,6.1,5,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100523,0.01,0.29,11.93,38,13,6,0,60.5,17.5,69.2,51.7,3.3,6.1,5,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100524,0.01,0.3,11.94,37,13,6,0,60.5,17.5,69.3,51.8,3.2,6.1,4.9,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100525,0,0.3,11.94,36,12,5,0,60.6,17.5,69.3,51.8,3.2,6.1,4.9,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100526,0.01,0.31,11.95,35,11,5,0,60.6,17.5,69.3,51.9,3.2,6.1,4.9,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100527,0.01,0.32,11.96,34,11,5,0,60.7,17.4,69.4,51.9,3.2,6.1,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100528,0,0.32,11.96,32,10,5,0,60.7,17.4,69.4,52,3.2,6,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100529,0.01,0.33,11.97,31,10,5,0,60.8,17.4,69.4,52.1,3.2,6,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100530,0,0.33,11.97,30,10,4,0,60.8,17.3,69.5,52.2,3.1,6,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100531,0.01,0.34,11.98,29,9,4,0,60.9,17.3,69.5,52.2,3.1,6,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100601,0,0,11.98,28,9,4,0,60.9,17.3,69.6,52.3,3.1,6,4.9,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100602,0.01,0.01,11.99,27,9,4,0,61,17.2,69.6,52.4,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100603,0,0.01,11.99,26,9,4,0,61.1,17.2,69.7,52.5,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100604,0.01,0.02,12,25,9,3,0,61.2,17.1,69.7,52.6,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100605,0,0.02,12,24,8,3,0,61.2,17.1,69.8,52.7,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100606,0,0.02,12,23,8,3,0,61.3,17,69.8,52.8,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100607,0.01,0.03,12.01,22,8,3,0,61.4,17,69.9,52.9,3.1,6,4.9,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100608,0,0.03,12.01,21,8,3,0,61.5,16.9,70,53,3.1,6,4.9,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100609,0,0.03,12.01,21,7,3,0,61.6,16.9,70.1,53.2,3.1,5.9,4.9,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100610,0.01,0.04,12.02,20,7,2,0,61.7,16.8,70.1,53.3,3.1,5.9,4.9,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100611,0,0.04,12.02,19,7,2,0,61.8,16.8,70.2,53.4,3.1,5.9,4.9,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100612,0,0.04,12.02,18,7,2,0,61.9,16.7,70.3,53.6,3.1,5.9,4.9,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100613,0,0.04,12.02,18,7,2,0,62,16.7,70.4,53.7,3.1,5.9,4.9,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100614,0,0.04,12.02,17,6,2,0,62.2,16.6,70.5,53.9,3.1,5.8,4.9,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100615,0.01,0.05,12.03,17,6,2,0,62.3,16.6,70.6,54,3.1,5.8,4.9,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100616,0,0.05,12.03,16,6,1,0,62.4,16.5,70.7,54.2,3.1,5.8,4.9,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100617,0,0.05,12.03,16,6,1,0,62.5,16.4,70.8,54.3,3.1,5.8,4.9,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100618,0,0.05,12.03,15,6,1,0,62.7,16.4,70.9,54.5,3.1,5.7,4.9,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100619,0.01,0.06,12.04,15,6,1,0,62.8,16.3,71,54.7,3.1,5.7,4.9,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100620,0,0.06,12.04,15,6,1,0,62.9,16.2,71.1,54.8,3.1,5.7,4.9,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100621,0,0.06,12.04,14,6,1,0,63.1,16.2,71.2,55,3.1,5.6,4.9,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100622,0,0.06,12.04,14,6,1,0,63.2,16.1,71.3,55.2,3.1,5.6,4.9,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100623,0,0.06,12.04,14,6,1,0,63.4,16.1,71.4,55.3,3,5.6,4.8,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100624,0,0.06,12.04,14,6,1,0,63.5,16,71.5,55.5,3,5.5,4.8,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100625,0,0.06,12.04,14,6,0,0,63.6,15.9,71.6,55.7,3,5.5,4.8,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100626,0,0.06,12.04,14,5,0,0,63.8,15.9,71.7,55.8,3,5.4,4.8,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100627,0,0.06,12.04,14,5,0,0,63.9,15.8,71.8,56,3,5.4,4.7,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100628,0.01,0.07,12.05,14,5,0,0,64,15.8,71.9,56.1,3,5.3,4.7,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100629,0,0.07,12.05,14,5,0,0,64.2,15.7,72,56.3,3,5.3,4.7,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100630,0,0.07,12.05,14,5,0,0,64.3,15.7,72.1,56.5,3,5.3,4.6,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100701,0,0,12.05,14,5,0,0,64.4,15.6,72.2,56.6,3,5.2,4.6,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100702,0,0,12.05,14,5,0,0,64.5,15.6,72.3,56.7,3,5.2,4.6,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100703,0.01,0.01,12.06,14,5,0,0,64.7,15.6,72.4,56.9,3,5.2,4.6,3.2
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100704,0,0.01,12.06,14,5,0,0,64.8,15.5,72.5,57,3,5.2,4.5,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100705,0,0.01,12.06,14,4,0,0,64.9,15.5,72.6,57.1,3,5.1,4.5,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100706,0,0.01,12.06,14,4,0,0,65,15.5,72.7,57.3,3,5.1,4.5,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100707,0,0.01,12.06,14,4,0,0,65.1,15.4,72.8,57.4,3,5.1,4.4,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100708,0,0.01,12.06,14,4,0,0,65.2,15.4,72.9,57.5,3,5,4.4,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100709,0,0.01,12.06,13,4,0,0,65.3,15.4,73,57.6,3,5,4.4,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100710,0.01,0.02,12.07,13,4,0,0,65.4,15.4,73,57.7,3,5,4.4,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100711,0,0.02,12.07,13,4,0,0,65.4,15.4,73.1,57.8,3,4.9,4.3,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100712,0,0.02,12.07,13,4,0,0,65.5,15.4,73.2,57.8,3,4.9,4.3,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100713,0,0.02,12.07,12,4,0,0,65.6,15.3,73.2,57.9,2.9,4.9,4.3,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100714,0,0.02,12.07,12,3,0,0,65.6,15.3,73.3,58,2.9,4.9,4.3,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100715,0,0.02,12.07,11,3,0,0,65.7,15.4,73.4,58,2.9,4.8,4.2,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100716,0,0.02,12.07,11,3,0,0,65.7,15.4,73.4,58.1,2.9,4.8,4.2,3.3
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100717,0,0.02,12.07,11,3,0,0,65.8,15.4,73.5,58.1,2.9,4.8,4.2,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100718,0,0.02,12.07,10,3,0,0,65.8,15.4,73.5,58.1,2.9,4.7,4.1,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100719,0,0.02,12.07,10,3,0,0,65.9,15.4,73.6,58.2,2.9,4.7,4.1,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100720,0.01,0.03,12.08,10,2,0,0,65.9,15.4,73.6,58.2,2.9,4.7,4.1,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100721,0,0.03,12.08,10,2,0,0,65.9,15.4,73.7,58.2,2.9,4.7,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100722,0,0.03,12.08,9,3,0,0,65.9,15.5,73.7,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100723,0,0.03,12.08,9,3,0,0,66,15.5,73.7,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100724,0,0.03,12.08,9,3,0,0,66,15.5,73.8,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100725,0,0.03,12.08,9,3,0,0,66,15.6,73.8,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100726,0,0.03,12.08,9,3,-9999,0,66,15.6,73.8,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100727,0,0.03,12.08,9,3,-9999,0,66,15.7,73.8,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100728,0,0.03,12.08,9,3,-9999,0,66,15.7,73.9,58.2,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100729,0,0.03,12.08,8,3,-9999,0,66,15.8,73.9,58.1,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100730,0,0.03,12.08,8,3,-9999,0,66,15.8,73.9,58.1,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100731,0,0.03,12.08,8,3,-9999,0,66,15.9,73.9,58.1,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100801,0,0,12.08,8,3,1,0,66,15.9,74,58.1,2.9,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100802,0,0,12.08,8,4,1,0,66,16,74,58,3,4.6,4,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100803,0,0,12.08,8,4,1,0,66,16,74,58,3,4.6,4.1,3.4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100804,0.01,0.01,12.09,8,4,1,0,66,16.1,74,58,3,4.6,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100805,0,0.01,12.09,8,4,1,0,66,16.1,74.1,57.9,3,4.6,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100806,0,0.01,12.09,8,4,2,0,66,16.2,74.1,57.9,3,4.7,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100807,0.01,0.02,12.1,8,4,2,0,66,16.3,74.1,57.9,3,4.7,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100808,0,0.02,12.1,8,5,2,0,66,16.3,74.2,57.8,3,4.7,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100809,0,0.02,12.1,8,5,2,0,66,16.4,74.2,57.8,3,4.7,4.1,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100810,0.01,0.03,12.11,8,5,2,0,66,16.4,74.2,57.8,3,4.8,4.2,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100811,0,0.03,12.11,9,5,2,0,66,16.5,74.2,57.7,3.1,4.8,4.2,3.5
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100812,0.01,0.04,12.12,9,6,2,0,66,16.6,74.3,57.7,3.1,4.8,4.2,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100813,0,0.04,12.12,9,6,2,0,66,16.6,74.3,57.7,3.1,4.8,4.3,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100814,0,0.04,12.12,10,6,2,0,66,16.7,74.3,57.7,3.1,4.9,4.3,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100815,0.01,0.05,12.13,10,7,2,0,66,16.7,74.4,57.6,3.1,4.9,4.3,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100816,0,0.05,12.13,10,7,3,0,66,16.8,74.4,57.6,3.1,5,4.4,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100817,0.01,0.06,12.14,10,7,3,0,66,16.9,74.4,57.6,3.2,5,4.4,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100818,0,0.06,12.14,10,7,3,0,66,16.9,74.5,57.5,3.2,5.1,4.5,3.6
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100819,0.01,0.07,12.15,10,7,3,0,66,17,74.5,57.5,3.2,5.2,4.5,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100820,0,0.07,12.15,10,7,3,0,66,17.1,74.5,57.5,3.2,5.2,4.6,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100821,0,0.07,12.15,10,7,3,0,66,17.1,74.6,57.5,3.3,5.3,4.6,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100822,0.01,0.08,12.16,10,7,2,0,66,17.2,74.6,57.4,3.3,5.3,4.7,3.7
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100823,0,0.08,12.16,11,7,2,0,66,17.2,74.6,57.4,3.3,5.4,4.7,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100824,0.01,0.09,12.17,11,7,2,0,66,17.3,74.7,57.4,3.3,5.4,4.7,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100825,0,0.09,12.17,11,7,2,0,66,17.3,74.7,57.3,3.3,5.5,4.8,3.8
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100826,0.01,0.1,12.18,11,8,2,0,66,17.4,74.7,57.3,3.3,5.5,4.8,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100827,0,0.1,12.18,12,8,2,0,66,17.5,74.7,57.3,3.4,5.6,4.8,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100828,0.01,0.11,12.19,12,8,2,0,66,17.5,74.7,57.2,3.4,5.7,4.8,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100829,0,0.11,12.19,13,8,2,0,66,17.6,74.8,57.2,3.4,5.7,4.9,3.9
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100830,0.01,0.12,12.2,13,8,2,0,66,17.6,74.8,57.1,3.4,5.8,4.9,4
GHCND:USW00023190,SANTA BARBARA MUNICIPAL AIRPORT CA US,20100831,0,0.12,12.2,14,8,2,0,65.9,17.7,74.8,57.1,3.4,5.8,4.9,4
